3764
0	1503	0
2638	2808	1504
11899	12025	1675
49328	49469	1802
50578	50765	1944
54498	54612	2132
57020	57168	2247
57659	57733	2396
57807	57871	2471
75176	75381	2536
76222	76327	2742
77842	77971	2848
87184	87956	2978
106624	107019	3751
107544	107639	4147
109498	109590	4243
110085	110240	4336
110709	110843	4492
111388	111607	4627
112051	112149	4847
117888	118014	4946
120877	120970	5073
145480	145514	5167
148539	148593	5202
162614	162734	5257
166356	166414	5378
200638	200687	5437
221742	221850	5487
230875	230938	5596
231135	232291	5660
0	1503	0
2638	2808	1504
11899	12025	1675
49328	49469	1802
50578	50765	1944
54498	54612	2132
57020	57168	2247
57659	57733	2396
57807	57871	2471
75176	75381	2536
76222	76327	2742
77842	77971	2848
87184	87956	2978
106624	107019	3751
107544	107639	4147
109498	109590	4243
110085	110240	4336
111388	111607	4492
112051	112149	4712
117888	118014	4811
120877	120970	4938
145480	145514	5032
148539	148593	5067
162614	162734	5122
166356	166414	5243
200638	200687	5302
221742	221850	5352
230875	230938	5461
231135	232291	5525
0	1503	0
2638	2808	1504
11899	12025	1675
49328	49469	1802
50578	50765	1944
54498	54612	2132
57020	57168	2247
57659	57733	2396
57807	57871	2471
75176	75381	2536
76222	76327	2742
77842	77971	2848
87184	87956	2978
106624	107019	3751
107544	107639	4147
109498	109590	4243
111388	111607	4336
112051	112149	4556
117888	118014	4655
120877	120970	4782
162614	162734	4876
166356	166414	4997
230875	230938	5056
231135	232291	5120
0	1503	0
2638	2808	1504
11899	12025	1675
49328	49469	1802
50578	50765	1944
54498	54612	2132
57020	57168	2247
57807	57871	2396
75176	75381	2461
76222	76327	2667
77842	77971	2773
87184	87956	2903
106624	107019	3676
107544	107639	4072
109498	109590	4168
110709	110843	4261
111388	111607	4396
112051	112149	4616
117888	118014	4715
120877	120970	4842
145480	145514	4936
148539	148593	4971
162614	162734	5026
166356	166414	5147
200638	200687	5206
221742	221850	5256
230875	230938	5365
231135	232291	5429
0	1503	0
2638	2808	1504
11899	12025	1675
49328	49469	1802
50578	50765	1944
54498	54612	2132
57020	57168	2247
57659	57733	2396
57807	57871	2471
75176	75381	2536
76222	76327	2742
77842	77971	2848
87184	87956	2978
106624	107019	3751
107544	107639	4147
109498	109590	4243
111388	111607	4336
112051	112149	4556
117888	118014	4655
120877	120970	4782
145480	145514	4876
148539	148593	4911
162614	162734	4966
166356	166414	5087
200638	200687	5146
221742	221850	5196
230875	230938	5305
231135	232294	5369
0	26	0
10422	10548	27
47851	47992	154
49101	49288	296
53021	53135	484
55543	55691	599
56182	56256	748
56330	56394	823
73699	73904	888
74745	74850	1094
76365	76494	1200
85707	86479	1330
105519	105542	2103
106067	106162	2127
108021	108113	2223
109232	109366	2316
109911	110130	2451
110574	110672	2671
116411	116537	2770
119400	119493	2897
144003	144037	2991
147062	147116	3026
161137	161257	3081
164879	164937	3202
199161	199210	3261
220265	220373	3311
229398	229461	3420
229658	229809	3484
0	740	0
0	407	0
1516	1703	408
5436	5550	596
7958	8106	711
8597	8671	860
8745	8809	935
26114	26319	1000
27160	27265	1206
28780	28909	1312
38122	38894	1442
57562	57957	2215
58482	58577	2611
60436	60528	2707
62326	62545	2800
62989	63087	3020
68826	68952	3119
71815	71908	3246
96418	96452	3340
99477	99531	3375
113552	113672	3430
117294	117352	3551
151576	151625	3610
172680	172788	3660
181813	181876	3769
182073	183229	3833
0	334	0
521	726	335
1567	1672	541
3187	3316	647
12529	13301	777
31969	32364	1550
32889	32984	1946
34843	34935	2042
36733	36952	2135
37396	37494	2355
43233	43359	2454
46222	46315	2581
70825	70859	2675
73884	73938	2710
87959	88079	2765
91701	91759	2886
125983	126032	2945
147087	147195	2995
156220	156283	3104
156480	157636	3168
0	40	0
5779	5905	41
8768	8861	168
36430	36484	262
50505	50625	317
54247	54305	438
88529	88578	497
109633	109741	547
118766	118829	656
119026	119052	720
0	741	0
3766	3820	742
17841	17961	797
21583	21641	918
55865	55914	977
76969	77077	1027
86102	86352	1136
0	670	0
14691	14811	671
18433	18491	792
52715	52764	851
73819	73927	901
82952	83015	1010
83212	83676	1074
0	275	0
472	881	276
0	868	0
1658	2457	869
0	349	0
39263	39310	350
106846	107068	398
117411	117594	621
120026	120142	805
135602	135807	922
151218	151312	1128
154025	154195	1223
155170	155390	1394
156516	156657	1615
164110	164168	1757
0	212	0
1301	1366	213
2847	2996	279
39126	39173	429
102651	102784	477
106724	106801	611
0	61	0
1542	1691	62
37821	37868	212
105419	105548	260
106570	106723	390
115969	116030	544
118535	118608	606
0	374	0
567	741	375
0	174	0
367	741	175
0	94	0
231	374	95
5460	5525	239
0	399	0
1138	1277	400
0	368	0
99436	100018	369
196886	196945	952
200544	200696	1012
301615	301800	1165
307157	307946	1351
317840	323066	2141
0	303	0
99371	99859	304
0	189	0
196707	196766	190
200365	200517	250
301436	301621	403
306978	307767	589
317661	322898	1379
0	152	0
98275	98845	153
199371	199523	724
300442	300627	877
305984	306773	1063
316667	319980	1853
0	152	0
98275	98845	153
195713	195772	724
199371	199523	784
224873	224983	937
300442	300627	1048
305984	306773	1234
316667	319980	2024
0	152	0
98275	98845	153
195713	195772	724
199371	199523	784
224873	224983	937
227935	228056	1048
300442	300627	1170
305984	306773	1356
316667	319980	2146
0	317	0
98042	98253	318
0	179	0
97480	97839	180
0	362	0
97435	98017	363
198543	198695	946
299614	299799	1099
305156	305945	1285
315839	319073	2075
0	410	0
97278	97337	411
100936	101088	471
111271	111368	624
0	1262	0
0	345	0
4980	5067	346
7634	7702	434
10363	10391	503
0	170	0
0	203	0
0	75	0
915	969	76
0	204	0
32931	33180	205
107373	107412	455
0	142	0
2395	2725	143
4381	4799	474
19556	19712	893
46015	46115	1050
0	131	0
0	106	0
0	106	0
0	826	0
0	335	0
0	157	0
753	802	158
12140	12268	208
12516	12609	337
13203	13373	431
13483	13576	602
13851	14060	696
0	208	0
254	516	209
647	725	472
1051	1145	551
1514	1630	646
2087	2213	763
0	1048	0
1561	1651	1049
1732	1840	1140
2146	2202	1249
0	1154	0
1242	1326	1155
2976	3210	1240
23903	24020	1475
26516	26954	1593
0	112	0
0	115	0
0	89	0
0	123	0
201	280	124
758	856	204
1546	1637	303
1888	1960	395
2605	2729	468
2833	2986	593
3064	3179	747
3362	3502	863
4388	4573	1004
0	472	0
848	889	473
0	210	0
2031	2217	211
0	1579	0
0	328	0
0	271	0
12388	12503	272
15012	15068	388
0	1124	0
0	1580	0
0	764	0
7950	8284	765
0	125	0
700	791	126
2417	2605	218
0	95	0
476	646	96
847	875	267
1028	1169	296
0	159	0
0	85	0
527	668	86
2621	2713	228
0	99	0
1320	1520	100
3715	3782	301
3868	3898	369
5421	5557	400
5882	6028	537
9118	9223	684
10527	10646	790
12484	12557	910
13662	13753	984
15374	15522	1076
0	327	0
0	419	0
425	452	420
888	2808	448
0	1960	0
0	1199	0
1544	1609	1200
0	220	0
1843	2051	221
0	124	0
2255	2339	125
4324	4524	210
6325	6545	411
8710	8931	632
0	164	0
473	1911	165
0	220	0
2388	2606	221
4407	4596	440
6594	6678	630
8819	8911	715
0	208	0
1831	2051	209
0	65	0
397	1609	66
0	1953	0
0	1920	0
2356	2383	1921
2389	2808	1949
0	327	0
0	149	0
1769	1859	150
4875	4994	241
6298	6403	361
9493	9639	467
9964	10100	614
11624	11654	751
11740	11807	782
14002	14202	850
15424	15521	1051
0	92	0
2042	2188	93
2633	2788	240
0	137	0
293	321	138
534	692	167
1073	1168	326
0	159	0
0	188	0
1814	1905	189
2479	2604	281
0	334	0
7519	8276	335
0	1580	0
0	1124	0
0	103	0
2612	2727	104
14847	15118	220
0	328	0
0	1579	0
0	41	0
416	888	42
0	171	0
1068	1507	172
1585	1730	612
1860	1967	758
2612	2683	866
2934	2987	938
3714	3812	992
4293	4376	1091
4456	4583	1175
0	437	0
2938	3055	438
23747	23981	556
25631	25715	791
25803	26957	876
0	89	0
0	115	0
0	112	0
0	56	0
362	470	57
551	660	166
1154	2177	276
0	126	0
583	699	127
1068	1162	244
1488	1607	339
1697	1961	459
2005	2213	724
0	209	0
484	577	210
687	857	304
1451	1544	475
1792	1920	569
13250	13299	698
13895	14052	748
0	138	0
413	506	139
616	786	233
1380	1473	404
1721	1849	498
13179	13228	627
13824	13981	677
0	328	0
0	113	0
1743	1833	114
2939	3008	205
4795	4913	275
7082	7187	394
10298	10465	500
10762	10898	668
15116	15146	805
15234	15301	836
17520	17720	904
18914	18987	1105
0	133	0
5107	5263	134
5666	5841	291
6218	6313	467
0	161	0
0	190	0
2095	2187	191
2266	2390	284
3160	3380	409
0	77	0
8880	9311	78
37900	38097	510
38748	38856	708
55293	55958	817
0	491	0
0	265	0
0	330	0
0	129	0
1866	2612	130
3024	3148	877
0	629	0
1108	1921	630
0	609	0
41845	42272	610
0	609	0
3423	3532	610
4092	4178	720
5226	5380	807
35982	36067	962
41845	42272	1048
0	580	0
3394	3503	581
4063	4745	691
0	143	0
0	1142	0
